MM:DD:YYYY hh:mm:ss, Elapsed Time, Device, LeftCount, LeftDuration, RightCount, RightDuration, BatteryVoltage
10/21/2019 16:58,0:00:10,4,0,0,0,0,3.63
10/21/2019 16:59,0:00:20,4,0,0,0,0,3.65
10/21/2019 16:59,0:00:30,4,0,0,0,0,3.64
10/21/2019 16:59,0:00:40,4,0,0,0,0,3.64
10/21/2019 16:59,0:00:50,4,0,0,0,0,3.65
10/21/2019 16:59,0:01:00,4,0,0,0,0,3.64
10/21/2019 16:59,0:01:10,4,0,0,0,0,3.64
10/21/2019 17:00,0:01:20,4,0,0,0,0,3.65
10/21/2019 17:00,0:01:30,4,0,0,0,0,3.64
10/21/2019 17:00,0:01:40,4,0,0,0,0,3.62
10/21/2019 17:00,0:01:50,4,0,0,0,0,3.64
10/21/2019 17:00,0:02:00,4,0,0,0,0,3.64
10/21/2019 17:00,0:02:10,4,0,0,0,0,3.65
10/21/2019 17:01,0:02:20,4,0,0,0,0,3.65
10/21/2019 17:01,0:02:30,4,0,0,0,0,3.62
10/21/2019 17:01,0:02:40,4,0,0,0,0,3.65
10/21/2019 17:01,0:02:50,4,0,0,0,0,3.64
10/21/2019 17:01,0:03:00,4,0,0,0,0,3.62
10/21/2019 17:01,0:03:10,4,0,0,0,0,3.64
10/21/2019 17:02,0:03:20,4,0,0,0,0,3.64
10/21/2019 17:02,0:03:30,4,0,0,0,0,3.63
10/21/2019 17:02,0:03:40,4,0,0,0,0,3.64
10/21/2019 17:02,0:03:50,4,0,0,0,0,3.64
10/21/2019 17:02,0:04:00,4,0,0,0,0,3.65
10/21/2019 17:02,0:04:10,4,0,0,0,0,3.64
10/21/2019 17:03,0:04:20,4,0,0,0,0,3.65
10/21/2019 17:03,0:04:30,4,0,0,0,0,3.63
10/21/2019 17:03,0:04:40,4,0,0,0,0,3.65
10/21/2019 17:03,0:04:50,4,0,0,0,0,3.63
10/21/2019 17:03,0:05:00,4,0,0,0,0,3.62
10/21/2019 17:03,0:05:10,4,0,0,0,0,3.65
10/21/2019 17:04,0:05:20,4,0,0,0,0,3.62
10/21/2019 17:04,0:05:30,4,0,0,0,0,3.63
10/21/2019 17:04,0:05:40,4,0,0,0,0,3.65
10/21/2019 17:04,0:05:50,4,0,0,0,0,3.65
10/21/2019 17:04,0:06:00,4,0,0,0,0,3.64
10/21/2019 17:04,0:06:10,4,0,0,0,0,3.64
10/21/2019 17:05,0:06:20,4,0,0,0,0,3.64
10/21/2019 17:05,0:06:30,4,0,0,0,0,3.64
10/21/2019 17:05,0:06:40,4,0,0,0,0,3.64
10/21/2019 17:05,0:06:50,4,0,0,0,0,3.63
10/21/2019 17:05,0:07:00,4,0,0,0,0,3.63
10/21/2019 17:05,0:07:10,4,0,0,0,0,3.64
10/21/2019 17:06,0:07:20,4,0,0,0,0,3.64
10/21/2019 17:06,0:07:30,4,0,0,0,0,3.64
10/21/2019 17:06,0:07:40,4,0,0,0,0,3.65
10/21/2019 17:06,0:07:50,4,0,0,0,0,3.64
10/21/2019 17:06,0:08:00,4,0,0,0,0,3.64
10/21/2019 17:06,0:08:10,4,0,0,0,0,3.63
10/21/2019 17:07,0:08:20,4,0,0,0,0,3.65
10/21/2019 17:07,0:08:30,4,0,0,0,0,3.64
10/21/2019 17:07,0:08:40,4,0,0,0,0,3.64
10/21/2019 17:07,0:08:50,4,0,0,0,0,3.64
10/21/2019 17:07,0:09:00,4,0,0,0,0,3.64
10/21/2019 17:07,0:09:10,4,0,0,0,0,3.65
10/21/2019 17:08,0:09:20,4,0,0,0,0,3.64
10/21/2019 17:08,0:09:30,4,0,0,0,0,3.64
10/21/2019 17:08,0:09:40,4,0,0,0,0,3.64
10/21/2019 17:08,0:09:50,4,0,0,0,0,3.65
10/21/2019 17:08,0:10:00,4,0,0,0,0,3.64
10/21/2019 17:08,0:10:10,4,0,0,0,0,3.63
10/21/2019 17:09,0:10:20,4,0,0,0,0,3.64
10/21/2019 17:09,0:10:30,4,0,0,0,0,3.64
10/21/2019 17:09,0:10:40,4,0,0,0,0,3.64
10/21/2019 17:09,0:10:50,4,0,0,0,0,3.63
10/21/2019 17:09,0:11:00,4,0,0,0,0,3.64
10/21/2019 17:09,0:11:10,4,0,0,0,0,3.64
10/21/2019 17:10,0:11:20,4,0,0,0,0,3.64
10/21/2019 17:10,0:11:30,4,0,0,0,0,3.64
10/21/2019 17:10,0:11:40,4,0,0,0,0,3.62
10/21/2019 17:10,0:11:50,4,0,0,0,0,3.63
10/21/2019 17:10,0:12:00,4,0,0,0,0,3.63
10/21/2019 17:10,0:12:10,4,0,0,0,0,3.64
10/21/2019 17:11,0:12:20,4,0,0,0,0,3.64
10/21/2019 17:11,0:12:30,4,0,0,0,0,3.63
10/21/2019 17:11,0:12:40,4,0,0,0,0,3.64
10/21/2019 17:11,0:12:50,4,0,0,0,0,3.64
10/21/2019 17:11,0:13:00,4,0,0,0,0,3.64
10/21/2019 17:11,0:13:10,4,0,0,0,0,3.64
10/21/2019 17:12,0:13:20,4,0,0,0,0,3.64
10/21/2019 17:12,0:13:30,4,0,0,0,0,3.65
10/21/2019 17:12,0:13:40,4,0,0,0,0,3.64
10/21/2019 17:12,0:13:50,4,0,0,0,0,3.62
10/21/2019 17:12,0:14:00,4,0,0,0,0,3.64
10/21/2019 17:12,0:14:10,4,0,0,0,0,3.64
10/21/2019 17:13,0:14:20,4,0,0,0,0,3.65
10/21/2019 17:13,0:14:30,4,0,0,0,0,3.65
10/21/2019 17:13,0:14:40,4,0,0,0,0,3.63
10/21/2019 17:13,0:14:50,4,0,0,0,0,3.65
10/21/2019 17:13,0:15:00,4,0,0,0,0,3.63
10/21/2019 17:13,0:15:10,4,0,0,0,0,3.63
10/21/2019 17:14,0:15:20,4,0,0,0,0,3.65
10/21/2019 17:14,0:15:30,4,0,0,0,0,3.63
10/21/2019 17:14,0:15:40,4,0,0,0,0,3.65
10/21/2019 17:14,0:15:50,4,0,0,0,0,3.64
10/21/2019 17:14,0:16:00,4,0,0,0,0,3.64
10/21/2019 17:14,0:16:10,4,0,0,0,0,3.65
10/21/2019 17:15,0:16:20,4,0,0,0,0,3.64
10/21/2019 17:15,0:16:30,4,0,0,0,0,3.63
10/21/2019 17:15,0:16:40,4,0,0,0,0,3.64
10/21/2019 17:15,0:16:50,4,0,0,0,0,3.62
10/21/2019 17:15,0:17:00,4,0,0,0,0,3.63
10/21/2019 17:15,0:17:10,4,0,0,0,0,3.62
10/21/2019 17:16,0:17:20,4,0,0,0,0,3.64
10/21/2019 17:16,0:17:30,4,0,0,0,0,3.63
10/21/2019 17:16,0:17:40,4,0,0,0,0,3.64
10/21/2019 17:16,0:17:50,4,0,0,0,0,3.64
10/21/2019 17:16,0:18:00,4,0,0,0,0,3.62
10/21/2019 17:16,0:18:10,4,0,0,0,0,3.64
10/21/2019 17:17,0:18:20,4,0,0,0,0,3.64
10/21/2019 17:17,0:18:30,4,0,0,0,0,3.63
10/21/2019 17:17,0:18:40,4,0,0,0,0,3.66
10/21/2019 17:17,0:18:50,4,0,0,0,0,3.64
10/21/2019 17:17,0:19:00,4,0,0,0,0,3.64
10/21/2019 17:17,0:19:10,4,0,0,0,0,3.65
10/21/2019 17:18,0:19:20,4,0,0,0,0,3.64
10/21/2019 17:18,0:19:30,4,0,0,0,0,3.62
10/21/2019 17:18,0:19:40,4,0,0,0,0,3.64
10/21/2019 17:18,0:19:50,4,0,0,0,0,3.64
10/21/2019 17:18,0:20:00,4,0,0,0,0,3.64
10/21/2019 17:18,0:20:10,4,0,0,0,0,3.64
10/21/2019 17:19,0:20:20,4,0,0,0,0,3.64
10/21/2019 17:19,0:20:30,4,0,0,0,0,3.64
10/21/2019 17:19,0:20:40,4,0,0,0,0,3.63
10/21/2019 17:19,0:20:50,4,0,0,0,0,3.63
10/21/2019 17:19,0:21:00,4,0,0,0,0,3.64
10/21/2019 17:19,0:21:10,4,0,0,0,0,3.64
10/21/2019 17:20,0:21:20,4,0,0,0,0,3.64
10/21/2019 17:20,0:21:30,4,0,0,0,0,3.64
10/21/2019 17:20,0:21:40,4,0,0,0,0,3.63
10/21/2019 17:20,0:21:50,4,0,0,0,0,3.64
10/21/2019 17:20,0:22:00,4,0,0,0,0,3.63
10/21/2019 17:20,0:22:10,4,0,0,0,0,3.64
10/21/2019 17:21,0:22:20,4,0,0,0,0,3.63
