MM:DD:YYYY hh:mm:ss, Elapsed Time, Device, LeftCount, LeftDuration, RightCount, RightDuration, BatteryVoltage
10/13/2019 15:05,0:00:10,4,0,0,0,0,3.71
10/13/2019 15:05,0:00:20,4,0,0,0,0,3.71
10/13/2019 15:05,0:00:30,4,0,0,0,0,3.71
10/13/2019 15:05,0:00:40,4,0,0,0,0,3.71
10/13/2019 15:06,0:00:50,4,0,0,0,0,3.7
10/13/2019 15:06,0:01:00,4,0,0,0,0,3.73
10/13/2019 15:06,0:01:10,4,0,0,0,0,3.71
10/13/2019 15:06,0:01:20,4,0,0,0,0,3.72
10/13/2019 15:06,0:01:30,4,0,0,0,0,3.71
10/13/2019 15:06,0:01:40,4,0,0,0,0,3.71
10/13/2019 15:07,0:01:50,4,0,0,0,0,3.69
10/13/2019 15:07,0:02:00,4,0,0,0,0,3.73
10/13/2019 15:07,0:02:10,4,0,0,0,0,3.69
10/13/2019 15:07,0:02:20,4,0,0,0,0,3.71
10/13/2019 15:07,0:02:30,4,0,0,0,0,3.71
10/13/2019 15:07,0:02:40,4,0,0,0,0,3.72
10/13/2019 15:08,0:02:50,4,0,0,0,0,3.71
10/13/2019 15:08,0:03:00,4,0,0,0,0,3.71
10/13/2019 15:08,0:03:10,4,0,0,0,0,3.71
10/13/2019 15:08,0:03:20,4,0,0,0,0,3.7
10/13/2019 15:08,0:03:30,4,0,0,0,0,3.71
10/13/2019 15:08,0:03:40,4,0,0,0,0,3.71
10/13/2019 15:09,0:03:50,4,0,0,0,0,3.7
10/13/2019 15:09,0:04:00,4,0,0,0,0,3.69
10/13/2019 15:09,0:04:10,4,0,0,0,0,3.71
10/13/2019 15:09,0:04:20,4,0,0,0,0,3.71
10/13/2019 15:09,0:04:30,4,0,0,0,0,3.71
10/13/2019 15:09,0:04:40,4,0,0,0,0,3.72
10/13/2019 15:10,0:04:50,4,0,0,0,0,3.7
10/13/2019 15:10,0:05:00,4,0,0,0,0,3.69
10/13/2019 15:10,0:05:10,4,0,0,0,0,3.71
10/13/2019 15:10,0:05:20,4,0,0,0,0,3.71
10/13/2019 15:10,0:05:30,4,0,0,0,0,3.71
10/13/2019 15:10,0:05:40,4,0,0,0,0,3.69
10/13/2019 15:11,0:05:50,4,0,0,0,0,3.71
10/13/2019 15:11,0:06:00,4,0,0,0,0,3.71
10/13/2019 15:11,0:06:10,4,0,0,0,0,3.7
10/13/2019 15:11,0:06:20,4,0,0,0,0,3.71
10/13/2019 15:11,0:06:30,4,0,0,0,0,3.71
10/13/2019 15:11,0:06:40,4,0,0,0,0,3.71
10/13/2019 15:12,0:06:50,4,0,0,0,0,3.71
10/13/2019 15:12,0:07:00,4,0,0,0,0,3.71
10/13/2019 15:12,0:07:10,4,0,0,0,0,3.72
10/13/2019 15:12,0:07:20,4,0,0,0,0,3.72
10/13/2019 15:12,0:07:30,4,0,0,0,0,3.71
10/13/2019 15:12,0:07:40,4,0,0,0,0,3.71
10/13/2019 15:13,0:07:50,4,0,0,0,0,3.71
10/13/2019 15:13,0:08:00,4,0,0,0,0,3.71
10/13/2019 15:13,0:08:10,4,0,0,0,0,3.72
10/13/2019 15:13,0:08:20,4,0,0,0,0,3.73
10/13/2019 15:13,0:08:30,4,0,0,0,0,3.72
